content,collaborative,popularity,context,ndcg@10
0.2,0.4,0.3,0.09999999999999987,0.13027656477201544
0.1,0.8,0.0,0.09999999999999998,0.12961523839928676
0.1,0.6,0.1,0.20000000000000007,0.12930052609119033
0.0,0.2,0.5,0.30000000000000004,0.12924109258785543
0.2,0.5,0.2,0.10000000000000009,0.1292383482435983
0.3,0.5,0.2,0.0,0.12894243598409816
0.3,0.0,0.7,0.0,0.1283695042278581
0.2,0.6,0.1,0.09999999999999998,0.12464165408584496
0.2,0.8,0.0,0.0,0.12417227797103124
0.3,0.6,0.1,1.1102230246251565e-16,0.123250026161134
0.3,0.1,0.5,0.09999999999999998,0.12299513015422799
0.3,0.2,0.4,0.09999999999999998,0.12175880324242692
0.1,0.0,0.7,0.20000000000000007,0.12159471690336768
0.3,0.3,0.3,0.10000000000000009,0.12063571848123279
0.0,0.7,0.0,0.30000000000000004,0.11997350946635009
0.3,0.0,0.6,0.10000000000000009,0.11990188002650794
0.1,0.3,0.3,0.30000000000000004,0.11942508869129365
0.4,0.2,0.4,0.0,0.11939478411135167
0.1,0.4,0.2,0.30000000000000004,0.11834364733525474
0.0,0.4,0.2,0.3999999999999999,0.11826664272508249
0.1,0.2,0.4,0.29999999999999993,0.1180909251500047
0.0,0.3,0.3,0.4,0.11807111316833478
0.4,0.4,0.2,0.0,0.11778715758287651
0.4,0.0,0.6,0.0,0.11776398962091335
0.4,0.1,0.5,0.0,0.11759488165003044
0.4,0.3,0.3,0.0,0.11751856196037944
0.1,0.1,0.5,0.30000000000000004,0.1173116555656884
0.2,0.3,0.3,0.19999999999999996,0.11688784662068767
0.0,0.1,0.6,0.30000000000000004,0.11670143747468477
0.2,0.2,0.4,0.19999999999999996,0.11651366360068661
0.3,0.4,0.2,0.10000000000000009,0.11649777391954169
0.2,0.1,0.5,0.19999999999999996,0.11522154412957643
0.0,0.2,0.4,0.3999999999999999,0.11511772679108032
0.0,0.5,0.1,0.4,0.11451317888687029
0.2,0.4,0.2,0.19999999999999996,0.11446652091878633
0.3,0.7,0.0,0.0,0.11284001921169756
0.4,0.5,0.1,0.0,0.1127749373223097
0.3,0.5,0.1,0.09999999999999998,0.11187479064246046
0.4,0.1,0.4,0.09999999999999998,0.11141282603674832
0.2,0.7,0.0,0.10000000000000009,0.1105469024535591
0.4,0.2,0.3,0.09999999999999987,0.11039083723310514
0.1,0.5,0.1,0.30000000000000004,0.11021450908687974
0.2,0.0,0.6,0.19999999999999996,0.10924369173235893
0.1,0.7,0.0,0.20000000000000007,0.10902424186291332
0.5,0.2,0.3,0.0,0.10897579186222918
0.4,0.0,0.5,0.09999999999999998,0.10804575139785641
0.0,0.0,0.9,0.09999999999999998,0.10801767031171167
0.4,0.3,0.2,0.10000000000000009,0.10774443685526308
0.5,0.1,0.4,0.0,0.10727377651677329
0.0,0.1,0.5,0.4,0.10607302491827879
0.5,0.3,0.2,0.0,0.10593073385150957
0.2,0.5,0.1,0.20000000000000007,0.10533761691142912
0.1,0.2,0.3,0.3999999999999999,0.10498001949009132
0.3,0.2,0.3,0.19999999999999996,0.10459781265275987
0.1,0.0,0.6,0.30000000000000004,0.1043289761385403
0.3,0.3,0.2,0.19999999999999996,0.10403037900267818
0.1,0.3,0.2,0.3999999999999999,0.10376612180404589
0.3,0.1,0.4,0.19999999999999996,0.1037510321854452
0.1,0.1,0.4,0.3999999999999999,0.10368472283850051
0.4,0.4,0.1,0.09999999999999998,0.10341835399785128
0.4,0.6,0.0,0.0,0.10289680749695292
0.0,0.2,0.3,0.5,0.10282645424634256
0.0,0.6,0.0,0.4,0.10239130678002396
0.5,0.0,0.5,0.0,0.10231545460058084
0.2,0.2,0.3,0.30000000000000004,0.10192556431128422
0.2,0.1,0.4,0.29999999999999993,0.10137695257959448
0.0,0.3,0.2,0.5,0.10125321177267482
0.3,0.6,0.0,0.10000000000000009,0.10124666149570234
0.2,0.3,0.2,0.30000000000000004,0.1012000404386278
0.5,0.4,0.1,0.0,0.10092190720885749
0.0,0.0,0.8,0.19999999999999996,0.10082017214688237
0.0,0.0,1.0,0.0,0.10074739077757774
0.3,0.0,0.5,0.19999999999999996,0.10063754757261391
0.6,0.1,0.3,0.0,0.10056512242476688
0.5,0.1,0.3,0.10000000000000009,0.10002238199668478
0.5,0.0,0.4,0.09999999999999998,0.09956567159712695
0.5,0.2,0.2,0.10000000000000009,0.09932239287114575
0.5,0.5,0.0,0.0,0.09864713253627432
0.6,0.2,0.2,0.0,0.09862964418065893
0.0,0.4,0.1,0.5,0.0985368530501653
0.1,0.6,0.0,0.30000000000000004,0.09775856783353878
0.4,0.2,0.2,0.19999999999999996,0.09690097236271177
0.1,0.4,0.1,0.4,0.09684485674319103
0.0,0.1,0.4,0.5,0.09611900285689035
0.2,0.0,0.5,0.30000000000000004,0.09604204139433502
0.3,0.4,0.1,0.20000000000000007,0.09590212355126199
0.5,0.3,0.1,0.09999999999999998,0.09583750537134998
0.4,0.5,0.0,0.09999999999999998,0.09526651730219465
0.6,0.3,0.1,1.1102230246251565e-16,0.09483550863564986
0.4,0.1,0.3,0.19999999999999996,0.0947943363199882
0.2,0.4,0.1,0.29999999999999993,0.09440357808120803
0.2,0.6,0.0,0.19999999999999996,0.09423496328060041
0.1,0.0,0.5,0.4,0.09417213548119767
0.6,0.0,0.4,0.0,0.09417028820828767
0.0,0.0,0.7,0.30000000000000004,0.09383081566868837
0.6,0.4,0.0,0.0,0.09280799460012994
0.1,0.1,0.3,0.5,0.0926748796287219
0.1,0.2,0.2,0.5,0.09201846293296467
0.3,0.1,0.3,0.30000000000000004,0.09194361850556966
0.6,0.1,0.2,0.10000000000000009,0.09159097852091587
0.4,0.0,0.4,0.19999999999999996,0.09158795402181702
0.2,0.2,0.2,0.3999999999999999,0.09085775393123292
0.6,0.2,0.1,0.09999999999999998,0.09063423097726125
0.3,0.5,0.0,0.19999999999999996,0.09059946770137947
0.4,0.3,0.1,0.20000000000000007,0.0905074729411276
0.7,0.0,0.3,0.0,0.09050717570019808
0.6,0.0,0.3,0.10000000000000009,0.09018631452582547
0.3,0.2,0.2,0.30000000000000004,0.08997481074675093
0.7,0.1,0.2,0.0,0.0898460434979253
0.0,0.5,0.0,0.5,0.08969310498711502
0.0,0.2,0.2,0.6,0.08911411607893709
0.7,0.2,0.1,1.1102230246251565e-16,0.08885224611258788
0.2,0.1,0.3,0.3999999999999999,0.08807583286521052
0.5,0.4,0.0,0.09999999999999998,0.08797766960813158
0.5,0.1,0.2,0.19999999999999996,0.08772196230545265
0.0,0.1,0.3,0.6,0.08759121260723597
0.3,0.0,0.4,0.30000000000000004,0.08741794816801751
0.0,0.3,0.1,0.6,0.08704371221055643
0.1,0.5,0.0,0.4,0.08630674989475147
0.1,0.3,0.1,0.5,0.08629926299229525
0.5,0.0,0.3,0.19999999999999996,0.08584160390614898
0.2,0.5,0.0,0.30000000000000004,0.08550784395866633
0.4,0.4,0.0,0.19999999999999996,0.0854341168327681
0.3,0.3,0.1,0.30000000000000004,0.08502222784766293
0.2,0.3,0.1,0.4,0.08450686957428198
0.7,0.3,0.0,0.0,0.08441311471623583
0.0,0.0,0.6,0.4,0.08422107372715473
0.2,0.0,0.4,0.3999999999999999,0.08340206261341264
0.5,0.2,0.1,0.20000000000000007,0.08337354721420004
0.1,0.0,0.4,0.5,0.0833529890655602
0.8,0.1,0.1,0.0,0.08281218076231706
0.7,0.1,0.1,0.10000000000000009,0.08275252807596739
0.7,0.0,0.2,0.10000000000000009,0.0826772293864611
0.6,0.3,0.0,0.10000000000000009,0.08255343941558276
0.4,0.0,0.3,0.30000000000000004,0.08171267169749585
0.0,0.4,0.0,0.6,0.08046836837576302
0.0,0.0,0.5,0.5,0.08045119848089648
0.8,0.0,0.2,0.0,0.08035814160710736
0.3,0.4,0.0,0.30000000000000004,0.080273657790698
0.4,0.1,0.2,0.30000000000000004,0.07966704666061178
0.8,0.2,0.0,0.0,0.07890860222850984
0.0,0.2,0.1,0.7,0.0785211456608437
0.3,0.1,0.2,0.3999999999999999,0.0784852231207574
0.1,0.1,0.2,0.6,0.07801779555314793
0.3,0.2,0.1,0.4,0.07754669217650526
0.2,0.1,0.2,0.5,0.0773845706429668
0.4,0.2,0.1,0.29999999999999993,0.07720460770953362
0.7,0.2,0.0,0.10000000000000009,0.07719402957176842
0.3,0.0,0.3,0.4,0.07714977333723987
0.5,0.3,0.0,0.19999999999999996,0.07708295466741542
0.2,0.4,0.0,0.3999999999999999,0.07691645095195185
0.6,0.1,0.1,0.20000000000000007,0.076883157397686
0.6,0.0,0.2,0.19999999999999996,0.07660852655746221
0.1,0.2,0.1,0.6,0.07625124050819533
0.0,0.1,0.2,0.7,0.0759673202877527
0.9,0.0,0.1,0.0,0.07570297055366765
0.2,0.0,0.3,0.5,0.07555072567088271
0.2,0.2,0.1,0.5,0.0750654884766051
0.4,0.3,0.0,0.30000000000000004,0.07459968499299618
0.0,0.0,0.4,0.6,0.07393830378394123
0.0,0.3,0.0,0.7,0.07393016518451692
0.3,0.3,0.0,0.4,0.07373284749563801
0.5,0.1,0.1,0.30000000000000004,0.07369049938225207
0.1,0.4,0.0,0.5,0.07359995208540417
0.5,0.0,0.2,0.30000000000000004,0.07329302358815046
0.6,0.2,0.0,0.19999999999999996,0.07281955352384074
0.1,0.0,0.3,0.6,0.0722614986657796
0.4,0.0,0.2,0.3999999999999999,0.07202791342409536
0.4,0.1,0.1,0.4,0.07115756372495205
0.9,0.1,0.0,0.0,0.06989227229915139
0.8,0.0,0.1,0.09999999999999998,0.06982219039891052
0.7,0.0,0.1,0.20000000000000007,0.06958990936851307
0.5,0.2,0.0,0.30000000000000004,0.06920896006499189
0.3,0.0,0.2,0.5,0.06842959179853982
0.2,0.3,0.0,0.5,0.06817124561420218
0.3,0.1,0.1,0.5,0.0680198011297941
0.0,0.1,0.1,0.8,0.06792301446097955
0.1,0.3,0.0,0.6,0.06771151785551453
0.0,0.0,0.3,0.7,0.06758586601285826
0.8,0.1,0.0,0.09999999999999998,0.06740644740121059
0.4,0.2,0.0,0.3999999999999999,0.06711311219628122
0.6,0.0,0.1,0.30000000000000004,0.06629172040229679
0.2,0.0,0.2,0.6,0.06611273708440703
0.7,0.1,0.0,0.20000000000000007,0.06596835120622048
0.1,0.1,0.1,0.7,0.06577357094397315
0.2,0.1,0.1,0.6,0.06524667346919145
0.0,0.2,0.0,0.8,0.06515773147075028
0.3,0.2,0.0,0.5,0.06460181734873523
0.6,0.1,0.0,0.30000000000000004,0.0637813725020083
0.5,0.0,0.1,0.4,0.06331362290267747
0.5,0.1,0.0,0.4,0.062128517798971154
0.1,0.2,0.0,0.7,0.061663024182065485
0.1,0.0,0.2,0.7,0.06131584898904058
0.4,0.0,0.1,0.5,0.06050428402964689
0.2,0.2,0.0,0.6,0.05913225459343854
0.0,0.0,0.2,0.8,0.05910637648648489
0.3,0.0,0.1,0.6,0.05846818590807634
0.4,0.1,0.0,0.5,0.05797234406446715
0.0,0.1,0.0,0.9,0.05638808665573132
0.0,0.0,0.1,0.9,0.05617509077719132
1.0,0.0,0.0,0.0,0.05474828293260784
0.2,0.0,0.1,0.7,0.053959551688645996
0.3,0.1,0.0,0.6,0.05359813326767598
0.1,0.0,0.1,0.8,0.05316150293346458
0.8,0.0,0.0,0.19999999999999996,0.05227608608547264
0.9,0.0,0.0,0.09999999999999998,0.051893240741696524
0.6,0.0,0.0,0.4,0.051124117562081815
0.7,0.0,0.0,0.30000000000000004,0.050767059412394816
0.2,0.1,0.0,0.7,0.050736540629145545
0.5,0.0,0.0,0.5,0.04986301319773067
0.1,0.1,0.0,0.8,0.0493282618838245
0.4,0.0,0.0,0.6,0.04815992997966533
0.3,0.0,0.0,0.7,0.04553055324814758
0.2,0.0,0.0,0.8,0.041722415231567125
0.1,0.0,0.0,0.9,0.04092947699057386
0.0,0.0,0.0,1.0,0.03805212131726895
